area_id,area_name,register_user,created,updated_user,updated,delete_flag
0,新橋,,2020/12/20 20:51:00,,2020/12/20 20:51:00,0
0,新宿,,2020/12/20 20:51:00,,2020/12/20 20:51:00,0
0,渋谷,,2020/12/20 20:51:00,,2020/12/20 20:51:00,0
0,銀座,,2020/12/20 20:51:00,,2020/12/20 20:51:00,0
0,横浜,,2020/12/20 20:51:00,,2020/12/20 20:51:00,0
0,轟,,2020/12/20 20:51:00,,2020/12/20 20:51:00,0
0,溝の口,,2020/12/20 20:51:00,,2020/12/20 20:51:00,0
0,池袋,,2020/12/20 20:51:00,,2020/12/20 20:51:00,0
