cook_id,cook_name,register_user,created,updated_user,updated,delete_flag
0,フレンチ,,2020/12/20 20:51:00,,2020/12/20 20:51:00,0
0,中華,,2020/12/20 20:51:00,,2020/12/20 20:51:00,0
0,和食,,2020/12/20 20:51:00,,2020/12/20 20:51:00,0
0,イタリアン,,2020/12/20 20:51:00,,2020/12/20 20:51:00,0
0,日本酒,,2020/12/20 20:51:00,,2020/12/20 20:51:00,0
0,クラフトビール,,2020/12/20 20:51:00,,2020/12/20 20:51:00,0
0,焼酎,,2020/12/20 20:51:00,,2020/12/20 20:51:00,0
0,バル,,2020/12/20 20:51:00,,2020/12/20 20:51:00,0
